File Name,Recording timestamp Mean,Eye movement type index Mean,Gaze point X std,Gaze point Y std,Gaze point left X std,Gaze point left Y std,Gaze point right X std,Gaze point right Y std,Fixation point X std,Fixation point Y std,Gaze event duration max,Presented Media width max,Presented Media height max,Presented Media position X (DACSpx) max,Presented Media position Y (DACSpx) max,Original Media width max,Original Media height max,Pupil diameter left max,Pupil diameter right max,Gaze direction left X std,Gaze direction left Y std,Gaze direction left Z std,Gaze direction right X std,Gaze direction right Y std,Gaze direction right Z std,Eye position left X (DACSmm) std,Eye position left Y (DACSmm) std,Eye position left Z (DACSmm) std,Eye position right X (DACSmm) std,Eye position right Y (DACSmm) std,Eye position right Z (DACSmm) std,Gaze point left X (DACSmm) std,Gaze point left Y (DACSmm) std,Gaze point right X (DACSmm) std,Gaze point right Y (DACSmm) std,Gaze point X (MCSnorm) std,Gaze point Y (MCSnorm) std,Gaze point left X (MCSnorm) std,Gaze point left Y (MCSnorm) std,Gaze point right X (MCSnorm) std,Gaze point right Y (MCSnorm) std,Fixation point X (MCSnorm) std,Fixation point Y (MCSnorm) std,Validity left count,Validity right count,Eye movement type count
EyeT_group_dataset_II_image_name_grey_blue_participant_10_trial_0.csv,34330231.921074495,99.3256715591249,263.41738272454234,184.0225172842605,266.1233484398586,186.79070467845736,260.00999522589154,181.42562392757105,263.7891154994241,181.44290907811836,1017.0,1662.0,1080.0,129.0,0.0,640.0,416.0,139,124,1685.4526703758584,1615.2387215815074,641.4443105338192,1590.648790126826,1526.475187437673,736.2561364584025,116.61713952172371,124.8822807348952,348.13800268953435,89.45414324119407,154.3334283844326,275.22681244225424,554.2846016206199,563.5207695436101,547.7319568364942,563.75169951986,933.5152440069854,1037.37029964678,914.774328481413,998.4985281460232,892.5357259928418,939.216928265436,47.00462256781995,48.30921854616162,7222,7222,7222
EyeT_group_dataset_II_image_name_grey_blue_participant_10_trial_1.csv,35974882.522478074,97.69161184210526,285.9856599546197,229.681947967231,290.1833994441873,228.4114492098656,291.828613364459,225.00542526246247,289.32210486920843,222.1498913017984,3476.0,1662.0,1080.0,129.0,0.0,640.0,416.0,144,120,1630.2111946852417,1598.2032851719414,728.7313933862301,1647.3913887629692,1535.1307112776842,847.2432938980988,114.61912444526656,170.17230653946928,371.0301571570373,112.75311664261882,123.02820290658606,302.98455293970056,577.289791056595,678.7720811654076,569.7110404475761,630.102308087239,906.0708634135624,1092.243475497514,911.3150227085778,1019.1568848668674,922.2907467171544,1061.4811708162508,39.226809564073,40.479257835401526,7296,7296,7296
EyeT_group_dataset_II_image_name_grey_blue_participant_10_trial_2.csv,37300881.18938663,98.54334941419712,449.92831903300487,296.6005419177883,454.054156587894,292.8484125286889,336.00022397280986,241.8760178552763,451.33632993586775,291.43123197381937,6567.0,1662.0,1080.0,129.0,0.0,640.0,416.0,121,95,1571.0131067379075,1549.2301780006276,948.972989082326,1230.0961152777415,1309.548041575972,854.2802790232312,74.09894999353375,114.74599674988076,389.36902799478287,69.46384748291281,141.31625884886896,383.3514385095818,792.3582160019622,687.5180894293812,456.3472297405392,488.2735208485088,1078.783864114166,1139.4205067015191,1087.324545969963,1115.153045538293,618.1951774254073,710.9009500317748,43.54630396761869,42.75027042657661,7255,7255,7255
EyeT_group_dataset_II_image_name_grey_blue_participant_10_trial_3.csv,27606382.711311474,62.04131147540984,422.1686122275206,291.75038206988614,425.8206909703092,292.84338072208976,417.7862238335168,289.0889638722582,417.6521841089116,286.01174079236336,12156.0,1662.0,1080.0,129.0,0.0,640.0,416.0,100,111,1036.6261514624443,1303.1737267300307,941.8188793228136,1246.9880058127192,1032.6235034159529,936.964684182578,68.97958062129993,71.5338777282986,169.99318408985835,71.15911974509139,61.153744623764936,167.36401163892103,579.5780968016772,661.5632187572569,567.9711474686737,597.4717519568111,696.3168119793212,817.9740139873243,715.0415177321119,812.6639845810549,689.7032594196749,769.9985938092274,26.07381712470547,27.52285163223673,6100,6100,6100
EyeT_group_dataset_II_image_name_grey_blue_participant_14_trial_1.csv,46420515.08266528,1131.7616866215512,145.09891292805872,191.266395446787,144.75883746197192,190.01729148401307,144.8516895033164,191.26891051638853,140.5863489881248,192.13118885432195,575.0,1662.0,1080.0,129.0,0.0,640.0,416.0,45,124,1379.1856284858775,1446.689062009062,743.5008297874721,1042.87866963766,1073.8466156085556,583.9177365611763,12.506768875142864,32.08777956134775,45.98711713054251,12.726626956536704,63.83389568090672,61.848077246860754,318.74698800410226,471.1421740490881,295.3834161172805,448.90407045370586,598.5750628286426,961.116856392373,559.3201413290425,866.4008833153691,500.3048279023948,714.1669289478195,14.823745053227334,15.325697082472898,9605,9605,9605
EyeT_group_dataset_II_image_name_grey_blue_participant_14_trial_3.csv,38550386.02738297,846.0692397965837,141.4104591596795,192.11587739113608,140.785186023929,191.41013982255495,128.7346310688296,167.31094013315615,61.07983512275717,118.1896363503188,767.0,1662.0,1080.0,129.0,0.0,640.0,416.0,67,119,1083.8107688295484,1104.7266681372655,585.2405834015011,841.6073388576219,778.0592386102389,457.2097283491795,12.823301509861093,27.888584856797507,53.52529172730797,12.709542103821962,26.841404172617107,47.07847580313525,281.19978449002923,391.3150424750247,247.8722534728469,343.8455370591526,539.5946226937955,792.9875318467891,513.4958305150492,713.4218711693728,411.6437144199491,557.8440172609694,8.297114878708516,12.084738670070948,7669,7669,7669
EyeT_group_dataset_II_image_name_grey_blue_participant_18_trial_0.csv,34008712.51097611,245.0603341156979,208.70610185214463,155.82959345107852,192.9200104668835,149.9084493361113,155.04176270856533,135.85713565033225,118.81869504855224,131.7762847261441,3565.0,1662.0,1080.0,129.0,0.0,640.0,416.0,111,110,752.0166560689632,870.5857621986117,388.5163366749097,814.3251310488886,778.1000073238575,439.09521472169024,13.74238486964581,27.493679107003903,56.56472873662196,11.899785578382984,30.144732697781244,56.26873270093787,328.8796321535428,319.8933607975922,302.4975867498158,364.3966128761307,581.1716596636477,617.7178142103319,473.0133859827275,530.4881366121764,493.9017542490472,503.6953903560064,16.248362034466936,16.86299841433213,7243,7243,7243
EyeT_group_dataset_II_image_name_grey_blue_participant_18_trial_1.csv,36970069.25159029,177.973386992081,174.58170889939962,158.0170560383705,360.121734049552,496.8660701533972,124.9415088625717,91.68655803755496,117.01844731707844,92.57190007699197,4893.0,1662.0,1080.0,129.0,0.0,640.0,416.0,120,107,979.6672278572872,1286.7295608921474,467.245406938298,1034.2915707290504,1010.7240160711276,374.37010197335854,17.09650926340693,32.81276794236508,54.47870493282007,14.706870505052468,30.41073006549044,58.06446038854775,290.84152200970607,233.9694364305094,227.3776651843381,293.52842712647873,525.9236058834665,580.7972417561423,438.7647965841192,555.965390693085,404.851951305285,447.0550026767463,17.58440130958697,17.944730794566922,7703,7703,7703
EyeT_group_dataset_II_image_name_grey_blue_participant_18_trial_2.csv,37137373.31248404,208.0579525146796,262.3801545654603,221.99905163060916,246.81414353210496,292.28850520617294,187.9004823156092,164.07231713597702,197.85367424158773,157.32353544859453,2764.0,1662.0,1080.0,129.0,0.0,640.0,416.0,100,95,673.2314393360068,728.8826515064097,365.531361413197,1053.390046771308,1011.8626566212002,427.9846965081636,16.42312346670216,23.22033217358461,32.837026312276755,11.47564228478772,19.44262186409431,33.6708930462971,244.39791213712127,361.8671932759753,294.01501807799457,395.8002865803642,535.1638536993376,694.6634905288428,355.6624042717402,477.130842536676,492.4352784540188,651.6342601956794,22.797768546246992,21.754145015273945,7834,7834,7834
EyeT_group_dataset_II_image_name_grey_blue_participant_18_trial_3.csv,39094253.141131245,267.4214717188358,169.49568338438158,88.26583094860074,129.00949151770624,128.58582333982457,171.78975944135155,100.96099913483744,185.40576093676063,124.57727273894454,4919.0,1662.0,1080.0,129.0,0.0,640.0,416.0,97,88,628.8092730032466,665.0778758624813,197.83104304491883,786.3468235233751,754.4447375676576,266.25675034958863,18.301462529453985,28.7396411574631,41.793551322909686,18.7069770611828,24.52572582031377,41.60674516908687,118.8481592874229,206.1224782974228,147.9098604092422,235.2299714109608,371.3869477618567,510.9762915691368,217.26063296479168,472.7282014847872,245.98630015238965,462.131001465636,15.19588493739411,16.817255591696643,7284,7284,7284
EyeT_group_dataset_II_image_name_grey_blue_participant_24_trial_0.csv,47784596.57407945,233.3218324151928,340.57126805893154,285.2615328063862,374.19402278324014,253.83235458163333,290.32773614933654,282.6222121186756,259.54937224084733,277.59188274552525,1330.0,1662.0,1080.0,129.0,0.0,640.0,416.0,139,131,1201.2119715904182,1175.4949401351362,862.3165743126855,1698.0698381352497,1741.4481260463392,1076.2899612464732,158.53914863046438,162.49494720888876,213.5432413195757,136.96749855434385,176.21174775633634,278.3988368824827,445.9268492264085,587.6790279378895,486.0620215183495,722.6185499573762,798.1713791094494,1051.489416057516,550.6438356107433,707.2011390810893,664.5897951925308,923.560129351702,50.73562356647412,52.45998439832419,10347,10347,10347
EyeT_group_dataset_II_image_name_grey_blue_participant_24_trial_3.csv,38422653.62967431,184.9854041013269,397.2214408162668,188.73595825586355,423.1220715332993,186.07487694282696,370.8649296262043,186.07598493872524,383.8325281472241,191.3339279549752,1930.0,1662.0,1080.0,129.0,0.0,640.0,416.0,117,111,1681.090861362747,1661.610419895677,915.516470401342,1665.048284052526,1535.708836508838,946.3740423633188,219.52541296573727,234.30608875894148,224.3342979465705,222.5199252986172,131.9986993825443,216.59915121065671,540.5764875090658,514.5967846412298,494.2029186746501,522.7422248957904,717.9154823700544,869.5567136682383,680.754803955623,777.1008351143797,661.7144093280092,826.1263857283972,39.45493326863829,41.92581466818098,8290,8290,8290
EyeT_group_dataset_II_image_name_grey_blue_participant_26_trial_1.csv,38355561.37889318,111.0981981981982,246.4514438501353,172.55552055766736,253.1427340934501,173.45948967109575,254.95493890954344,172.3464043351524,251.7742451235032,172.8670596507315,1283.0,1662.0,1080.0,129.0,0.0,640.0,416.0,90,100,1859.7984803356703,1808.219297570236,1192.036466053144,1890.4426664249768,1796.593620141105,1192.8519059813596,41.43108323255802,121.9125530237,270.9974529643883,42.22550400980893,116.52198303410732,270.1697725943379,539.1995453334122,621.7974746538553,525.8257531550961,614.4291755576211,918.141076307631,1067.6699804206537,935.4862594904564,1046.214117899224,919.0031238340946,1045.7196489023434,46.96679457364111,49.19153539628286,7770,7770,7770
